,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice,SqrtLotArea,LogLotArea,SqrtMasVnrArea,LogMasVnrArea,SqrtBsmtFinSF1,LogBsmtFinSF1,SqrtBsmtFinSF2,LogBsmtFinSF2,SqrtBsmtUnfSF,LogBsmtUnfSF,SqrtTotalBsmtSF,LogTotalBsmtSF,Sqrt1stFlrSF,Log1stFlrSF,Sqrt2ndFlrSF,Log2ndFlrSF,SqrtLowQualFinSF,LogLowQualFinSF,SqrtGrLivArea,LogGrLivArea,SqrtGarageArea,LogGarageArea,SqrtWoodDeckSF,LogWoodDeckSF,SqrtOpenPorchSF,LogOpenPorchSF,SqrtPoolArea,LogPoolArea
1231,1232,90,70.0,7728,5,6,1962,1962,120.0,803,0,303,1106,1190,0,0,1190,1,0,1,0,3,1,6,0,1962.0,2,540,0,18,0,0,0,0,5,2006,11.794345471549745,87.90904390334364,8.952734767106872,10.954451150103322,4.795790545596741,28.337254630609507,6.6895992691789665,0.0,0.0,17.406895185529212,5.717027701406222,33.25657829663178,7.009408932708637,34.49637662132068,7.0825485693553,0.0,0.0,0.0,0.0,34.49637662132068,7.0825485693553,23.2379000772445,6.293419278846481,0.0,0.0,4.242640687119285,2.9444389791664403,0.0,0.0
993,994,60,68.0,8846,6,5,2005,2006,0.0,0,0,750,750,750,750,0,1500,0,0,2,1,3,1,6,0,2005.0,2,564,0,35,0,0,0,0,8,2006,12.066241450757124,94.05317644821997,9.087833697483386,0.0,0.0,0.0,0.0,0.0,0.0,27.386127875258307,6.621405651764134,27.386127875258307,6.621405651764134,27.386127875258307,6.621405651764134,27.386127875258307,6.621405651764134,0.0,0.0,38.72983346207417,7.313886831633462,23.748684174075834,6.336825731146441,0.0,0.0,5.916079783099616,3.58351893845611,0.0,0.0
217,218,70,57.0,9906,4,4,1925,1950,0.0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1940.0,1,210,0,172,60,0,0,0,9,2006,11.580593459194764,99.52889027814989,9.20099685697303,0.0,0.0,0.0,0.0,0.0,0.0,26.19160170741759,6.532334292222349,26.19160170741759,6.532334292222349,28.460498941515414,6.698268054115413,22.759613353482084,6.251903883165888,0.0,0.0,36.4417343165772,7.192182058713246,14.491376746189438,5.351858133476067,0.0,0.0,13.114877048604,5.153291594497779,0.0,0.0
1340,1341,20,70.0,8294,4,5,1971,1971,0.0,0,0,858,858,872,0,0,872,0,0,1,0,3,1,5,0,1974.0,4,480,0,0,0,0,0,0,6,2007,11.719947764402807,91.07140056021979,9.023408202624545,0.0,0.0,0.0,0.0,0.0,0.0,29.29163703175362,6.755768921984255,29.29163703175362,6.755768921984255,29.5296461204668,6.771935555839602,0.0,0.0,0.0,0.0,29.5296461204668,6.771935555839602,21.908902300206645,6.175867270105761,0.0,0.0,0.0,0.0,0.0,0.0
1131,1132,20,63.0,10712,5,5,1991,1992,0.0,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,0.0,0,0,0,28,0,0,0,0,9,2007,11.445727410406752,103.49879226348489,9.279213236262558,0.0,0.0,14.560219778561036,5.3612921657094255,0.0,0.0,27.60434748368452,6.637258031284457,31.20897306865447,6.882437470997847,31.20897306865447,6.882437470997847,0.0,0.0,0.0,0.0,31.20897306865447,6.882437470997847,0.0,0.0,0.0,0.0,5.291502622129181,3.367295829986474,0.0,0.0
36,37,20,112.0,10859,5,5,1994,1995,0.0,0,0,1097,1097,1097,0,0,1097,0,0,1,1,3,1,6,0,1995.0,2,672,392,64,0,0,0,0,6,2009,11.884495917930655,104.20652570736632,9.292841593487926,0.0,0.0,0.0,0.0,0.0,0.0,33.12099032335839,7.001245622069476,33.12099032335839,7.001245622069476,33.12099032335839,7.001245622069476,0.0,0.0,0.0,0.0,33.12099032335839,7.001245622069476,25.92296279363144,6.511745329644728,19.79898987322333,5.973809611869261,8.0,4.174387269895637,0.0,0.0
722,723,20,70.0,8120,4,7,1970,1970,0.0,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,1994.0,2,463,0,0,0,0,0,0,7,2009,11.732069026983156,90.11104260855048,9.002208578282412,0.0,0.0,13.820274961085254,5.2574953720277815,0.0,0.0,25.942243542145693,6.513230110912307,29.393876913398138,6.762729506931879,29.393876913398138,6.762729506931879,0.0,0.0,0.0,0.0,29.393876913398138,6.762729506931879,21.517434791350013,6.139884552226255,0.0,0.0,0.0,0.0,0.0,0.0
417,418,70,86.0,22420,6,6,1918,1950,0.0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918.0,3,864,0,0,0,0,0,0,11,2007,12.384223015005313,149.73309587395835,10.017753298664472,0.0,0.0,33.58571124749333,7.029087564149662,0.0,0.0,15.556349186104045,5.493061443340548,37.013511046643494,7.223295679562314,37.013511046643494,7.223295679562314,35.41186241925155,7.134890851565884,0.0,0.0,51.22499389946279,7.872836175025724,29.393876913398138,6.762729506931879,0.0,0.0,0.0,0.0,0.0,0.0
587,588,85,74.0,8740,5,6,1982,1982,0.0,672,0,168,840,860,0,0,860,1,0,1,0,2,1,4,0,1996.0,2,528,0,0,0,0,0,0,7,2009,11.827743504053695,93.48796714016194,9.075779878580487,0.0,0.0,25.92296279363144,6.511745329644728,0.0,0.0,12.96148139681572,5.1298987149230735,28.982753492378876,6.734591659972948,29.32575659723036,6.7580945044277305,0.0,0.0,0.0,0.0,29.32575659723036,6.7580945044277305,22.978250586152114,6.270988431858299,0.0,0.0,0.0,0.0,0.0,0.0
1314,1315,20,60.0,8190,4,6,1954,1954,0.0,732,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1956.0,1,280,0,36,0,0,0,0,10,2007,11.686887175419702,90.49861877399013,9.010791269515602,0.0,0.0,27.055498516937366,6.597145701886651,0.0,0.0,14.696938456699069,5.37989735354046,30.789608636681304,6.855408798609928,30.789608636681304,6.855408798609928,0.0,0.0,0.0,0.0,30.789608636681304,6.855408798609928,16.73320053068151,5.638354669333745,0.0,0.0,6.0,3.6109179126442243,0.0,0.0
594,595,20,88.0,7990,5,6,1975,1975,0.0,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1981.0,1,280,0,0,0,0,0,0,4,2008,11.608244735642321,89.38679992034618,8.986071187374463,0.0,0.0,0.0,0.0,0.0,0.0,30.397368307141328,6.829793737512425,30.397368307141328,6.829793737512425,30.397368307141328,6.829793737512425,0.0,0.0,0.0,0.0,30.397368307141328,6.829793737512425,16.73320053068151,5.638354669333745,0.0,0.0,0.0,0.0,0.0,0.0
1424,1425,20,0.0,9503,5,5,1958,1983,0.0,457,374,193,1024,1344,0,0,1344,1,0,1,0,2,1,6,1,1970.0,1,484,316,28,0,0,0,0,6,2007,11.87757552297847,97.48333190858835,9.159468041602427,0.0,0.0,21.37755832643195,6.126869184114185,19.339079605813716,5.926926025970411,13.892443989449804,5.267858159063328,32.0,6.932447891572509,36.66060555964672,7.20414929203594,0.0,0.0,0.0,0.0,36.66060555964672,7.20414929203594,22.0,6.184148890937483,17.776388834631177,5.75890177387728,5.291502622129181,3.367295829986474,0.0,0.0
503,504,20,100.0,15602,7,8,1959,1997,0.0,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,1959.0,2,484,0,54,0,0,161,0,3,2010,12.574185427296195,124.90796611905904,9.655218482441182,0.0,0.0,35.31288716601915,7.129297548929373,0.0,0.0,15.937377450509228,5.541263545158426,38.742741255621034,7.31455283232408,42.43819034784589,7.496652438168283,0.0,0.0,0.0,0.0,42.43819034784589,7.496652438168283,22.0,6.184148890937483,0.0,0.0,7.3484692283495345,4.007333185232471,0.0,0.0
770,771,85,0.0,7252,5,5,1982,1982,0.0,685,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,1983.0,2,576,120,0,0,0,0,0,4,2009,11.812296455066814,85.15867542417507,8.889170455363413,0.0,0.0,26.1725046566048,6.530877627725885,0.0,0.0,13.152946437965905,5.159055299214529,29.29163703175362,6.755768921984255,29.29163703175362,6.755768921984255,0.0,0.0,0.0,0.0,29.29163703175362,6.755768921984255,24.0,6.3578422665081,10.954451150103322,4.795790545596741,0.0,0.0,0.0,0.0
1274,1275,50,53.0,5362,5,6,1910,2003,0.0,0,0,661,661,661,589,0,1250,0,0,2,0,3,1,8,1,1985.0,2,552,242,0,81,0,0,0,11,2007,11.842236406331555,73.22567855609124,8.587278798982926,0.0,0.0,0.0,0.0,0.0,0.0,25.709920264364882,6.495265555937008,25.709920264364882,6.495265555937008,25.709920264364882,6.495265555937008,24.269322199023193,6.380122536899765,0.0,0.0,35.35533905932738,7.1316985104669115,23.49468024894146,6.315358001522335,15.556349186104045,5.493061443340548,0.0,0.0,0.0,0.0
287,288,20,0.0,8125,4,4,1971,1971,0.0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0.0,0,0,0,0,0,0,0,0,6,2006,11.385103457032141,90.13878188659973,9.002824076547672,0.0,0.0,24.779023386727733,6.421622267806518,0.0,0.0,15.620499351813308,5.501258210544727,29.29163703175362,6.755768921984255,29.29163703175362,6.755768921984255,0.0,0.0,0.0,0.0,29.29163703175362,6.755768921984255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,1127,120,53.0,3684,7,5,2007,2007,130.0,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2007.0,3,660,143,20,0,0,0,0,6,2009,12.066816325306588,60.69596362197407,8.212025804623437,11.40175425099138,4.875197323201151,0.0,0.0,0.0,0.0,37.05401462729781,7.2254814727822945,37.05401462729781,7.2254814727822945,39.433488306260706,7.349873704738337,0.0,0.0,0.0,0.0,39.433488306260706,7.349873704738337,25.69046515733026,6.493753839851686,11.958260743101398,4.969813299576001,4.47213595499958,3.044522437723423,0.0,0.0
612,613,60,0.0,11885,8,5,2001,2001,108.0,990,0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2001.0,2,531,160,122,0,0,0,0,11,2009,12.474193386571581,109.01834707974616,9.383116515926606,10.392304845413264,4.6913478822291435,31.464265445104548,6.898714534329988,0.0,0.0,17.578395831246947,5.736572297479192,36.0416425818802,7.170119543449628,36.0416425818802,7.170119543449628,23.93741840717165,6.352629396319567,0.0,0.0,43.266615305567875,7.5352967024440884,23.043437243605826,6.2766434893416445,12.649110640673518,5.081404364984463,11.045361017187261,4.812184355372417,0.0,0.0
531,532,70,60.0,6155,6,8,1920,1999,0.0,0,0,611,611,751,611,0,1362,0,0,2,0,3,1,6,0,1920.0,2,502,0,0,84,0,0,0,6,2008,11.759793355371237,78.45380806563821,8.72518249495877,0.0,0.0,0.0,0.0,0.0,0.0,24.71841418861655,6.416732282512326,24.71841418861655,6.416732282512326,27.40437921208944,6.62273632394984,24.71841418861655,6.416732282512326,0.0,0.0,36.90528417449187,7.217443431696533,22.40535650240808,6.220590170099739,0.0,0.0,0.0,0.0,0.0,0.0
636,637,30,51.0,6120,2,3,1936,1950,0.0,0,0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,0.0,0,0,0,0,0,0,0,0,1,2009,11.002116507732017,78.23042886243178,8.71948076085107,0.0,0.0,0.0,0.0,0.0,0.0,16.24807680927192,5.579729825986222,16.24807680927192,5.579729825986222,28.284271247461902,6.68586094706836,0.0,0.0,0.0,0.0,28.284271247461902,6.68586094706836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,640,120,53.0,3982,8,5,2006,2006,0.0,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,2006.0,3,648,312,0,0,0,0,0,10,2006,12.485830907348902,63.103090257134,8.289790583181643,0.0,0.0,33.97057550292606,7.051855622955894,0.0,0.0,19.131126469708992,5.905361848054571,38.98717737923585,7.327123292259293,39.585350825778974,7.357556200910353,0.0,0.0,0.0,0.0,39.585350825778974,7.357556200910353,25.45584412271571,6.47543271670409,17.663521732655695,5.746203190540153,0.0,0.0,0.0,0.0
604,605,20,88.0,12803,7,5,2002,2002,99.0,922,0,572,1494,1494,0,0,1494,1,0,2,0,3,1,6,1,2002.0,2,530,192,36,0,0,0,0,9,2008,12.30592250537653,113.15034246523517,9.457512901089753,9.9498743710662,4.605170185988092,30.364452901377952,6.827629234502852,0.0,0.0,23.916521486202797,6.35088571671474,38.65229618017538,7.3098814858247865,38.65229618017538,7.3098814858247865,0.0,0.0,0.0,0.0,38.65229618017538,7.3098814858247865,23.021728866442675,6.274762021241939,13.856406460551018,5.262690188904886,6.0,3.6109179126442243,0.0,0.0
1082,1083,20,70.0,8749,7,5,2002,2002,100.0,0,0,1459,1459,1459,0,0,1459,0,0,2,0,3,1,6,1,2002.0,2,527,192,39,0,0,0,0,9,2007,12.165255859329688,93.53608929178085,9.07680897935166,10.0,4.61512051684126,0.0,0.0,0.0,0.0,38.19685850956856,7.286191714702382,38.19685850956856,7.286191714702382,38.19685850956856,7.286191714702382,0.0,0.0,0.0,0.0,38.19685850956856,7.286191714702382,22.956480566497994,6.269096283706261,13.856406460551018,5.262690188904886,6.244997998398398,3.6888794541139363,0.0,0.0
53,54,20,68.0,50271,9,5,1981,1987,0.0,1810,0,32,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,1981.0,3,894,857,72,0,0,0,0,11,2006,12.861001210669146,224.21195329419885,10.825203541055348,0.0,0.0,42.5440947723653,7.501634457883413,0.0,0.0,5.656854249492381,3.4965075614664802,42.91852746774987,7.519149957669823,42.91852746774987,7.519149957669823,0.0,0.0,0.0,0.0,42.91852746774987,7.519149957669823,29.899832775452108,6.796823718274855,29.274562336608895,6.754604099487962,8.48528137423857,4.290459441148391,0.0,0.0
181,182,70,54.0,7588,7,6,1920,1950,0.0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1920.0,1,216,0,0,40,0,0,0,7,2006,12.206577518060588,87.10912696153027,8.934455109403913,0.0,0.0,18.76166303929372,5.8664680569332965,0.0,0.0,21.0,6.091309882077698,28.160255680657446,6.677083461247136,30.01666203960727,6.804614520062624,30.01666203960727,6.804614520062624,0.0,0.0,42.44997055358225,7.497207223203318,14.696938456699069,5.37989735354046,0.0,0.0,0.0,0.0,0.0,0.0
1102,1103,20,70.0,7000,5,7,1960,2002,45.0,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,1960.0,1,254,0,16,0,0,0,0,4,2007,11.813037464800539,83.66600265340756,8.853808274977197,6.708203932499369,3.828641396489095,24.24871130596428,6.3784261836515865,0.0,0.0,20.54263858417414,6.0473721790462776,31.78049716414141,6.918695219020472,33.67491648096547,7.034387929915503,0.0,0.0,0.0,0.0,33.67491648096547,7.034387929915503,15.937377450509228,5.541263545158426,0.0,0.0,4.0,2.833213344056216,0.0,0.0
602,603,60,80.0,10041,8,5,1992,1992,0.0,789,0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,1992.0,2,506,120,150,0,0,0,0,2,2006,12.301387370778713,100.20479030465559,9.21453157659465,0.0,0.0,28.089143810376278,6.672032945461067,0.0,0.0,10.908712114635714,4.787491742782046,30.133038346638727,6.812345094177479,30.44667469527666,6.833031732786201,31.432467291003423,6.8966943316227125,0.0,0.0,43.76071297408213,7.557994958530806,22.494443758403985,6.2285110035911835,10.954451150103322,4.795790545596741,12.24744871391589,5.017279836814924,0.0,0.0
11,12,60,85.0,11924,9,5,2005,2006,286.0,998,0,177,1175,1182,1142,0,2324,1,0,3,0,4,1,11,2,2005.0,3,736,147,21,0,0,0,0,7,2006,12.75130259456002,109.19706955774959,9.386392315756542,16.911534525287763,5.659482215759621,31.591137997862628,6.906754778648554,0.0,0.0,13.30413469565007,5.181783550292085,34.27827300200522,7.069874128458572,34.38022687534217,7.075808863978387,33.793490497431605,7.04141166379481,0.0,0.0,48.2078831727758,7.751475318021456,27.129319932501073,6.602587892189336,12.12435565298214,4.997212273764115,4.58257569495584,3.091042453358316,0.0,0.0
506,507,60,80.0,9554,8,5,1993,1994,125.0,380,0,397,777,1065,846,0,1911,0,0,2,1,3,1,8,1,1993.0,2,471,182,81,0,0,0,0,9,2006,12.278397958261774,97.74456506629922,9.164819856674374,11.180339887498949,4.836281906951478,19.493588689617926,5.942799375126701,0.0,0.0,19.924858845171276,5.986452005284438,27.874719729532707,6.656726524178391,32.63433774416144,6.97166860472579,29.086079144497972,6.741700694652055,0.0,0.0,43.71498598878879,7.555905093611346,21.702534414210707,6.156978985585555,13.490737563232042,5.209486152841421,9.0,4.406719247264253,0.0,0.0
1453,1454,20,90.0,17217,5,5,2006,2006,0.0,0,0,1140,1140,1140,0,0,1140,0,0,1,0,3,1,6,0,0.0,0,0,36,56,0,0,0,0,7,2006,11.344518647594766,131.21356637177422,9.7537106272179,0.0,0.0,0.0,0.0,0.0,0.0,33.76388603226827,7.039660349862076,33.76388603226827,7.039660349862076,33.76388603226827,7.039660349862076,0.0,0.0,0.0,0.0,33.76388603226827,7.039660349862076,0.0,0.0,6.0,3.6109179126442243,7.483314773547883,4.04305126783455,0.0,0.0
1212,1213,30,50.0,9340,4,6,1941,1950,0.0,344,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,1941.0,1,234,0,113,0,0,0,0,8,2009,11.635151947212842,96.64367542679655,9.14216859187285,0.0,0.0,18.547236990991408,5.84354441703136,0.0,0.0,18.110770276274835,5.796057750765372,25.92296279363144,6.511745329644728,25.92296279363144,6.511745329644728,0.0,0.0,0.0,0.0,25.92296279363144,6.511745329644728,15.297058540778355,5.459585514144159,0.0,0.0,10.63014581273465,4.736198448394496,0.0,0.0
285,286,160,35.0,4251,7,5,2006,2007,0.0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2006.0,2,528,0,54,0,0,0,0,6,2007,12.011886987792716,65.19969325081216,8.355144739461839,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.439350371100098,25.0,6.439350371100098,25.0,6.439350371100098,25.0,6.439350371100098,0.0,0.0,35.35533905932738,7.1316985104669115,22.978250586152114,6.270988431858299,0.0,0.0,7.3484692283495345,4.007333185232471,0.0,0.0
346,347,20,0.0,12772,6,8,1960,1998,0.0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1960.0,1,301,0,0,0,0,0,0,4,2007,11.928347504569842,113.01327355669333,9.455088847042777,0.0,0.0,22.315913604421397,6.212606095751519,0.0,0.0,21.447610589527216,6.133398042996649,30.95157508108432,6.8658910748834385,30.95157508108432,6.8658910748834385,0.0,0.0,0.0,0.0,30.95157508108432,6.8658910748834385,17.349351572897472,5.71042701737487,0.0,0.0,0.0,0.0,0.0,0.0
1187,1188,20,89.0,12461,8,5,1994,1995,0.0,1456,0,168,1624,1624,0,0,1624,1,0,2,0,2,1,5,1,1994.0,3,757,0,114,192,0,0,0,7,2006,12.476103599529843,111.6288493177279,9.430439293104167,0.0,0.0,38.157568056677825,7.284134806195205,0.0,0.0,12.96148139681572,5.1298987149230735,40.29888335921977,7.393263094763838,40.29888335921977,7.393263094763838,0.0,0.0,0.0,0.0,40.29888335921977,7.393263094763838,27.51363298439521,6.630683385642372,0.0,0.0,10.677078252031311,4.74493212836325,0.0,0.0
850,851,120,36.0,4435,6,5,2003,2003,170.0,659,0,189,848,848,0,0,848,1,0,1,0,1,1,3,0,2003.0,2,420,140,0,0,0,0,0,11,2007,11.78676973513378,66.59579566308972,8.397508348470257,13.038404810405298,5.14166355650266,25.67099530598687,6.492239835020471,0.0,0.0,13.74772708486752,5.247024072160486,29.120439557122072,6.744059186311348,29.120439557122072,6.744059186311348,0.0,0.0,0.0,0.0,29.120439557122072,6.744059186311348,20.493901531919196,6.042632833682381,11.832159566199232,4.948759890378168,0.0,0.0,0.0,0.0
147,148,60,0.0,9505,7,5,2001,2001,180.0,0,0,884,884,884,1151,0,2035,0,0,2,1,3,1,8,1,2001.0,2,434,144,48,0,0,0,0,5,2010,12.312686874960354,97.49358953285082,9.159678457173955,13.416407864998739,5.198497031265826,0.0,0.0,0.0,0.0,29.732137494637012,6.785587645007929,29.732137494637012,6.785587645007929,29.732137494637012,6.785587645007929,33.926390907374746,7.049254841255837,0.0,0.0,45.110974274559844,7.618742377670413,20.83266665599966,6.075346031088684,12.0,4.976733742420574,6.928203230275509,3.8918202981106265,0.0,0.0
493,494,20,70.0,7931,5,6,1960,1960,0.0,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1964.0,1,308,0,0,0,0,0,0,6,2008,11.951186847493476,89.05616205518852,8.978660489639687,0.0,0.0,19.339079605813716,5.926926025970411,23.065125189341593,6.278521424165844,19.05255888325765,5.8971538676367405,35.62302626111375,7.146772179452637,35.62302626111375,7.146772179452637,0.0,0.0,0.0,0.0,35.62302626111375,7.146772179452637,17.549928774784245,5.733341276897746,0.0,0.0,0.0,0.0,0.0,0.0
347,348,20,0.0,17600,6,5,1960,1960,30.0,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,1960.0,2,498,0,40,0,0,0,0,12,2009,11.967187086434018,132.664991614216,9.77571099759397,5.477225575051661,3.4339872044851463,35.63705936241092,7.147559271189454,0.0,0.0,14.422205101855956,5.342334251964811,38.44476557348217,7.2991214627108,38.44476557348217,7.2991214627108,0.0,0.0,0.0,0.0,38.44476557348217,7.2991214627108,22.315913604421397,6.212606095751519,0.0,0.0,6.324555320336759,3.713572066704308,0.0,0.0
1235,1236,70,96.0,13132,5,5,1914,1950,0.0,0,0,747,747,892,892,0,1784,0,0,1,1,4,1,9,0,1914.0,1,180,203,40,0,0,0,0,7,2006,11.841423131921784,114.5949388062143,9.48288342558516,0.0,0.0,0.0,0.0,0.0,0.0,27.331300737432898,6.617402977974478,27.331300737432898,6.617402977974478,29.866369046136157,6.794586580876499,29.866369046136157,6.794586580876499,0.0,0.0,42.23742416388575,7.487173694213739,13.416407864998739,5.198497031265826,14.247806848775006,5.318119993844216,6.324555320336759,3.713572066704308,0.0,0.0
513,514,20,71.0,9187,6,5,1983,1983,0.0,336,0,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,1983.0,2,484,120,0,158,0,0,0,6,2007,11.80560254159177,95.84883932526257,9.125653563808989,0.0,0.0,18.33030277982336,5.820082930352362,0.0,0.0,27.349588662354687,6.618738983517219,32.92415526630866,6.98933526597456,32.863353450309965,6.985641817639208,0.0,0.0,0.0,0.0,32.863353450309965,6.985641817639208,22.0,6.184148890937483,10.954451150103322,4.795790545596741,0.0,0.0,0.0,0.0
1036,1037,20,89.0,12898,9,5,2007,2008,70.0,1022,0,598,1620,1620,0,0,1620,1,0,2,0,2,1,6,1,2008.0,3,912,228,0,0,0,0,0,9,2009,12.66191713053049,113.56936206565572,9.464905067965136,8.366600265340756,4.2626798770413155,31.96873472629156,6.930494765951626,0.0,0.0,24.454038521274967,6.395261598115449,40.24922359499622,7.390798521735676,40.24922359499622,7.390798521735676,0.0,0.0,0.0,0.0,40.24922359499622,7.390798521735676,30.199337741083,6.816735880594968,15.0996688705415,5.43372200355424,0.0,0.0,0.0,0.0
165,166,190,62.0,10106,5,7,1940,1999,0.0,351,181,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,0.0,0,0,140,0,0,0,0,0,9,2008,11.755879486687116,100.52860289489753,9.220983532074662,0.0,0.0,18.734993995195193,5.863631175598097,13.45362404707371,5.204006687076795,10.583005244258363,4.727387818712341,25.37715508089904,6.4692503167957724,28.42534080710379,6.695798917058491,23.388031127053,6.306275286948016,0.0,0.0,36.810324638611924,7.212294468500341,0.0,0.0,11.832159566199232,4.948759890378168,0.0,0.0,0.0,0.0
1132,1133,70,90.0,9900,6,4,1880,1950,0.0,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,1930.0,1,205,0,48,0,0,0,0,5,2007,11.674202123168433,99.498743710662,9.200391041122515,0.0,0.0,0.0,0.0,0.0,0.0,31.74901573277509,6.9167150203536085,31.74901573277509,6.9167150203536085,34.322004603461025,7.072421900537371,32.12475680841802,6.940222469119639,0.0,0.0,47.01063709417264,7.701200180857446,14.317821063276353,5.327876168789581,0.0,0.0,6.928203230275509,3.8918202981106265,0.0,0.0
1027,1028,20,71.0,9520,8,5,2007,2008,338.0,1513,0,125,1638,1646,0,0,1646,1,0,2,0,3,1,7,1,2008.0,3,800,192,44,0,0,0,0,4,2008,12.588194064175278,97.57048734120374,9.161255164285691,18.384776310850235,5.82600010738045,38.897300677553446,7.322510433997394,0.0,0.0,11.180339887498949,4.836281906951478,40.47221268969612,7.40184157874383,40.570925550201586,7.4067107301776405,0.0,0.0,0.0,0.0,40.570925550201586,7.4067107301776405,28.284271247461902,6.68586094706836,13.856406460551018,5.262690188904886,6.6332495807108,3.8066624897703196,0.0,0.0
164,165,40,40.0,5400,6,7,1926,2004,0.0,370,0,779,1149,1149,467,0,1616,0,0,2,0,3,1,5,0,1926.0,1,216,0,0,183,0,0,0,10,2007,11.931642378754141,73.48469228349535,8.594339400592892,0.0,0.0,19.235384061671343,5.916202062607435,0.0,0.0,27.910571473905726,6.659293919683638,33.896902513356586,7.047517221357296,33.896902513356586,7.047517221357296,21.61018278497431,6.148468295917647,0.0,0.0,40.19950248448356,7.388327859577107,14.696938456699069,5.37989735354046,0.0,0.0,0.0,0.0,0.0,0.0
1293,1294,60,78.0,10140,7,5,1976,1976,0.0,194,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,1976.0,2,528,0,28,0,0,259,0,3,2006,12.000897933306716,100.69756700139284,9.224341891611996,0.0,0.0,13.92838827718412,5.272999558563747,0.0,0.0,25.25866188063018,6.459904454377535,28.844410203711913,6.725033642166843,28.844410203711913,6.725033642166843,28.844410203711913,6.725033642166843,0.0,0.0,40.792156108742276,7.417580402414544,22.978250586152114,6.270988431858299,0.0,0.0,5.291502622129181,3.367295829986474,0.0,0.0
231,232,60,174.0,15138,8,5,1995,1996,506.0,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,1995.0,3,810,0,146,202,0,0,0,7,2009,12.90669432231532,123.03657992645927,9.625029474611878,22.494443758403985,6.2285110035911835,26.248809496813376,6.536691597591305,0.0,0.0,27.80287754891569,6.651571873589727,38.23610858861032,7.288244401020124,38.600518131237564,7.307202314764738,36.11094017053558,7.173958319756794,0.0,0.0,52.85830114561004,7.9355873855892,28.460498941515414,6.698268054115413,0.0,0.0,12.083045973594572,4.990432586778736,0.0,0.0
215,216,20,72.0,10011,5,6,1957,1996,64.0,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1957.0,1,447,0,0,0,0,0,0,5,2006,11.808955099378537,100.05498488331304,9.211539652551664,8.0,4.174387269895637,18.973665961010276,5.8888779583328805,0.0,0.0,26.645825188948457,6.566672429803241,32.71085446759225,6.976348070447749,35.156791662493895,7.1204443723924875,0.0,0.0,0.0,0.0,35.156791662493895,7.1204443723924875,21.142374511865974,6.104793232414985,0.0,0.0,0.0,0.0,0.0,0.0
