KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9
462,10,0.0,364,true,true,true,true,false,false,false,true,false,true
463,10,0.0,442,true,true,true,true,true,true,false,true,false,false
464,10,0.0,263,true,false,false,false,false,true,false,true,true,true
465,10,0.0,234,true,false,true,true,true,false,true,true,false,false
466,10,0.0,214,true,true,true,false,false,false,true,true,false,false
467,10,0.0,100,true,false,true,true,false,false,false,false,false,false
468,10,0.0,102,false,false,true,false,true,false,true,true,false,false
469,10,0.0,7,true,false,false,false,false,true,false,false,false,false
470,10,0.0,104,false,true,false,true,false,true,true,false,true,false
471,10,0.0,447,false,false,true,true,true,true,true,true,true,true
472,10,0.0,217,true,false,true,false,true,true,false,true,true,false
473,10,0.0,371,true,true,true,true,false,false,true,false,true,true
474,10,0.0,38,true,false,false,true,true,false,true,false,false,true
475,10,0.0,508,true,true,true,true,true,true,true,true,false,true
476,10,0.0,145,false,true,true,false,true,true,true,false,false,false
477,10,0.0,494,true,true,true,true,false,true,true,true,true,false
478,10,0.0,142,true,false,false,true,true,true,false,false,true,false
479,10,0.0,100,true,false,true,true,false,false,true,false,false,false
480,10,0.0,488,true,true,false,true,true,false,true,true,true,true
481,10,0.0,119,true,false,false,true,true,false,false,false,false,true
482,10,0.0,508,true,true,true,false,true,true,true,true,true,true
483,10,0.0,1,false,false,false,false,false,false,false,false,false,false
484,10,0.0,260,false,false,true,false,true,true,false,true,true,false
485,10,0.0,116,false,false,true,false,true,true,true,true,false,false
486,10,0.0,512,false,true,true,true,true,true,true,false,true,true
487,10,0.0,422,true,true,true,false,false,true,true,true,false,false
488,10,0.0,130,true,true,false,true,true,false,true,false,false,false
489,10,0.0,89,false,false,true,true,false,true,false,true,true,false
490,10,0.0,45,false,true,true,false,false,false,false,false,true,false
491,10,0.0,512,true,false,true,true,true,true,true,true,true,true
492,10,0.0,73,true,false,true,false,true,false,false,true,true,false
493,10,0.0,156,true,true,true,true,false,false,false,true,false,false
494,10,0.0,499,true,true,false,true,true,true,false,true,true,true
495,10,0.0,512,true,true,true,true,true,true,false,true,true,true
496,10,0.0,242,true,true,false,false,true,true,false,false,true,true
497,10,0.0,512,true,false,true,true,true,true,true,true,true,true
498,10,0.0,401,true,false,true,false,true,true,false,false,true,true
499,10,0.0,3,false,false,false,false,true,false,false,false,false,false
500,10,0.0,7,true,false,false,false,false,true,false,false,false,false
